"No","Nama Program","IPTA","Kod Program","Tahun","Purata Merit","Tags","Syarat Am","Syarat Khas","Info"
"150","DIPLOMA KEJURUTERAAN PERKHIDMATAN BANGUNAN","Politeknik","FB4526002","2026","52.26%","STEM, TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0716 Kejuruteraan Awam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 52.26% Catatan: Tidak Berkenaan"
"151","DIPLOMA KEJURUTERAAN PROSES (PETROKIMIA)","Politeknik","FB4524004","2026","63.16%","STEM, TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0711 Kejuruteraan Kimia Dan Proses Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 63.16% Catatan: Tidak Berkenaan"
"152","DIPLOMA KEJURUTERAAN TEKNOLOGI PERTANIAN (KAMPUS BINTULU, SARAWAK)","Universiti Putra Malaysia","UP4524001","2026","76.89%","STEM","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Fizik / Kimia Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Biologi • Pertanian • Matematik Tambahan • Sains Tambahan • Sejarah / Geografi • Sains Komputer / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Asas Kelestarian / Grafik Komunikasi Teknikal / Sains Rumah Tangga / Reka Cipta • Tanaman Makanan / Landskap Dan Nurseri / Akuakultur & Haiwan Rekreasi • Prinsip Perakaunan / Ekonomi / Perniagaan / Pengajian Keusahawanan / Pendidikan Seni Visual / Pendidikan Islam / Pendidikan Moral • Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Tasawwur Islam","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0888 Program Dan Kelayakan Antara-Disiplin Yang Melibatkan Pertanian, Perhutanan, Perikanan Dan Veterinar Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 76.89% Catatan: Tidak Berkenaan"
"153","DIPLOMA KESELAMATAN DAN KESIHATAN PEKERJAAN","Universiti Malaysia Pahang Al-Sultan Abdullah","UJ4862001","2026","82.38%","STEM","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Biologi • Kimia • Fizik • Sains • Sains Tambahan Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum dikira tidak termasuk mata pelajaran berikut : • Bahasa Melayu • Sejarah","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 1022 Kesihatan Dan Keselamatan Pekerjaan Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 82.38% Catatan: Tempoh Pengajian 5 Semester + 1 Semester Pendek"
"154","DIPLOMA KESIHATAN HAIWAN DAN PETERNAKAN (KAMPUS BINTULU, SARAWAK)","Universiti Putra Malaysia","UP4640001","2026","85.06%","STEM","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Biologi Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Fizik • Kimia • Pertanian • Matematik Tambahan • Sains Tambahan • Sejarah • Sains Komputer / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Asas Kelestarian / Grafik Komunikasi Teknikal / Sains Rumah Tangga / Reka Cipta • Tanaman Makanan / Landskap Dan Nurseri / Akuakultur & Haiwan Rekreasi • Geografi / Prinsip Perakaunan / Ekonomi / Perniagaan / Pengajian Keusahawanan / Pendidikan Islam / Pendidikan Moral • Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Tasawwur Islam • Bahasa Arab / Bahasa Arab Tinggi / Bahasa Cina / Bahasa Tamil / Bahasa Iban / Bahasa Kadazandusun / Bahasa Semai","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0841 Veterinar Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 85.06% Catatan: Tidak Berkenaan"
"155","DIPLOMA KESIHATAN PERSEKITARAN","Universiti Teknologi Mara","UE4422001","2026","68.49%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Biologi / Fizik Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 1021 Sanitasi Komuniti Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 68.49% Catatan: Tidak Berkenaan"
"156","DIPLOMA KEUSAHAWANAN","Politeknik","FB4340002","2026","71.01%","TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0414 Pengurusan Dan Pentadbiran Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 71.01% Catatan: Tidak Berkenaan"
"157","DIPLOMA KEUSAHAWANAN","Universiti Pendidikan Sultan Idris","UA4345001","2026","87.86%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik / Matematik Tambahan • Bahasa Inggeris","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0414 Pengurusan Dan Pentadbiran Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 87.86% Catatan: Tidak Berkenaan"
"158","DIPLOMA KEUSAHAWANAN TANI","Universiti Teknologi Mara","UE4621001","2026","60.89%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam DUA (2) mata pelajaran berikut : • Pengajian Keusahawanan • Kimia • Biologi • Sains Tambahan • Sains Pertanian • Pertanian • Tanaman Makanan • Akuakultur & Haiwan Rekreasi • Landskap Dan Nurseri • Pengeluaran Tanaman • Hortikultur Hiasan Dan Landskap • Kejenteraan Ladang • Pengurusan Ladang • Asas Kelestarian • Sains • Ekonomi • Perniagaan • Fizik Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0811 Penghasilan Tanaman Dan Ternakan Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 60.89% Catatan: Tidak Berkenaan"
"159","DIPLOMA KEWANGAN","Politeknik","FB4343002","2026","67.13%","TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0412 Kewangan, Perbankan Dan Insurans Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 67.13% Catatan: Tidak Berkenaan"
"160","DIPLOMA KEWANGAN","Universiti Sultan Zainal Abidin","UD4343002","2026","82.40%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Prinsip Perakaunan • Ekonomi • Perniagaan • Sains • Sains Tambahan • Fizik • Kimia • Biologi Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam • Al-lughah Al-arabiah Al-mu'asirah • Hifz Al Quran • Al-adab Wa Al-balaghah • Manahij Al-'ulum Al-islamiah • Al-syariah • Usul Al-din • Bahasa Arab / Bahasa Arab Tinggi • Tasawwur Islam • Turath Al-quran Dan Al-sunnah • Pendidikan Syari'ah Islamiah • Maharat Al Quran • Pendidikan Moral","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0412 Kewangan, Perbankan Dan Insurans Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 82.40% Catatan: Tidak Berkenaan"
"161","DIPLOMA KEWANGAN ISLAM","Politeknik","FB4343003","2026","65.23%","TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0413 Perbankan Dan Kewangan Islam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 65.23% Catatan: Tidak Berkenaan"
"162","DIPLOMA KOMUNIKASI DAN MEDIA","Universiti Teknologi Mara","UE4321001","2026","64.87%","Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C+ dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0323 Media Dan Komunikasi Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 64.87% Catatan: Tidak Berkenaan"
"163","DIPLOMA MEDIA PENYIARAN ISLAM","Universiti Sultan Zainal Abidin","UD4221008","2026","76.53%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Al-lughah Al-arabiah Al-mu'asirah / Turath Bahasa Arab / Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred C+ dalam DUA (2) mata pelajaran berikut : • Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Hifz Al Quran / Maharat Al Quran / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C+ dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0224 Pengajian Islam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 76.53% Catatan: Tidak Berkenaan"
"164","DIPLOMA MIKROBIOLOGI","Universiti Teknologi Mara","UE4421001","2026","78.00%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Kimia / Biologi / Sains / Sains Tambahan / Fizik / Sains Rumah Tangga / Reka Cipta / Sains Sukan / Akuakultur & Haiwan Rekreasi / Pertanian Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0511 Biologi Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 78.00% Catatan: Tidak Berkenaan"
"165","DIPLOMA MUAMALAT","Universiti Teknologi Mara","UE4343005","2026","72.79%","Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam / Tasawwur Islam / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Turath Bahasa Arab / Al-lughah Al-arabiah Al-mu'asirah / Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0413 Perbankan Dan Kewangan Islam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 72.79% Catatan: Tidak Berkenaan"
