No,Nama_Program,IPTA,Kod_Program,Tahun,Merit,Is_Feeder,Is_STEM,Bumiputera_Sahaja,Pakej_Min,Peringkat_Pengajian,Mod_Pengajian,Tempoh_Pengajian,Bidang_NEC,Bertemu_Duga,Joint_Degree,Catatan,Req_BM,Req_BI,Req_Sejarah,Req_Math,Req_AddMath,Req_Fizik,Req_Kimia,Req_Bio,Req_Sains,Req_PI,Req_BahasaArab,Pilihan_1_Gred,Pilihan_1_Bil,Pilihan_1_Subjek,Pilihan_2_Gred,Pilihan_2_Bil,Pilihan_2_Subjek,Pilihan_3_Gred,Pilihan_3_Bil,Pilihan_3_Subjek,Pilihan_4_Gred,Pilihan_4_Bil,Pilihan_4_Subjek,Pilihan_5_Gred,Pilihan_5_Bil,Pilihan_5_Subjek,Pilihan_6_Gred,Pilihan_6_Bil,Pilihan_6_Subjek,Pilihan_7_Gred,Pilihan_7_Bil,Pilihan_7_Subjek,Pilihan_8_Gred,Pilihan_8_Bil,Pilihan_8_Subjek,Lain_Gred,Lain_Bil,Has_ATAU,ATAU_JSON,Syarat_Am,Syarat_Khas
196,DIPLOMA PENGURUSAN PELANCONGAN,Politeknik,FB4811002,2026,58.1,Tidak,Ya,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,"1015 Pengembaraan, Pelancongan Dan Aktiviti Senggang",Tidak,Tidak,Tidak Berkenaan,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran
197,DIPLOMA PENGURUSAN PELANCONGAN,Universiti Teknologi Mara,UE4812001,2026,60.86,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,"1015 Pengembaraan, Pelancongan Dan Aktiviti Senggang",Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
198,DIPLOMA PENGURUSAN PERKHIDMATAN MAKANAN,Universiti Teknologi Mara,UE4811004,2026,59.85,Tidak,Tidak,Ya,"STEM A, B atau C",Diploma,Konvensional,05 Semester,"1013 Hotel, Restoran Dan Katering",Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,C,1,Sains Tambahan|Sains,E,1,Kimia|Biologi|Fizik,,,,,,,,,,,,,,,,,,Ya,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains Tambahan / Sains ATAU Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Kimia / Biologi / Fizik Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
199,"DIPLOMA PENGURUSAN PERLADANGAN MAKANAN (KAMPUS BINTULU, SARAWAK)",Universiti Putra Malaysia,UP4621002,2026,70.32,Tidak,Ya,Tidak,"STEM A, B atau C",Diploma,Konvensional,04 Semester,0811 Penghasilan Tanaman Dan Ternakan,Tidak,Tidak,Tidak Berkenaan,,E,,,,,,,,,,C,2,Matematik|Biologi|Fizik|Kimia|Sains,C,2,Fizik|Kimia|Pertanian|Matematik Tambahan|Sains Tambahan|Sejarah|Geografi|Sains Komputer|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Elektrik & Elektronik|Lukisan Kejuruteraan|Asas Kelestarian|Grafik Komunikasi Teknikal|Sains Rumah Tangga|Reka Cipta|Tanaman Makanan|Landskap Dan Nurseri|Akuakultur & Haiwan Rekreasi|Prinsip Perakaunan|Ekonomi|Perniagaan|Pengajian Keusahawanan|Pendidikan Seni Visual|Pendidikan Islam|Pendidikan Moral|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Syari'ah Islamiah|Tasawwur Islam|Bahasa Arab|Bahasa Arab Tinggi|Bahasa Cina|Bahasa Tamil|Bahasa Iban|Bahasa Kadazandusun|Bahasa Semai,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Biologi / Fizik / Kimia / Sains Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Fizik • Kimia • Pertanian • Matematik Tambahan • Sains Tambahan • Sejarah • Geografi • Sains Komputer / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Asas Kelestarian / Grafik Komunikasi Teknikal / Sains Rumah Tangga / Reka Cipta • Tanaman Makanan / Landskap Dan Nurseri / Akuakultur & Haiwan Rekreasi • Prinsip Perakaunan / Ekonomi / Perniagaan / Pengajian Keusahawanan / Pendidikan Seni Visual / Pendidikan Islam / Pendidikan Moral • Pendidikan Al-quran Dan Al-sunnah / Pendidikan Syari'ah Islamiah / Tasawwur Islam • Bahasa Arab / Bahasa Arab Tinggi / Bahasa Cina / Bahasa Tamil / Bahasa Iban / Bahasa Kadazandusun / Bahasa Semai
200,"DIPLOMA PENGURUSAN PERNIAGAAN (KAMPUS BINTULU, SARAWAK)",Universiti Putra Malaysia,UP4345001,2026,82.11,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,02 Tahun,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,,E,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris.
201,DIPLOMA PENGURUSAN PERUNCITAN,Politeknik,FB4340005,2026,55.86,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,E,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran
202,DIPLOMA PENGURUSAN RESORT,Politeknik,FB4811004,2026,53.0,Tidak,Ya,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,"1013 Hotel, Restoran Dan Katering",Tidak,Tidak,Tidak Berkenaan,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran
203,DIPLOMA PENGURUSAN SENI,Universiti Teknologi Mara,UE4212003,2026,76.44,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Tidak,Tidak,Tidak Berkenaan,,E,,,,,,,,,,E,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
204,DIPLOMA PENGURUSAN SUKAN DAN REKREASI,Universiti Teknologi Mara,UE4813002,2026,72.18,Tidak,Ya,Ya,Semua Pakej,Diploma,Konvensional,06 Semester,1014 Sukan,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
205,DIPLOMA PENGURUSAN SUMBER MANUSIA,Universiti Sultan Zainal Abidin,UD4345001,2026,84.28,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,,,,,,,,,,,,C,2,Matematik|Bahasa Inggeris,C,1,Prinsip Perakaunan|Ekonomi|Perniagaan|Sains|Sains Tambahan|Fizik|Kimia|Biologi,C,1,Pendidikan Islam|Maharat Al Quran|Pendidikan Syari'ah Islamiah|Turath Al-quran Dan Al-sunnah|Tasawwur Islam|Bahasa Arab|Bahasa Arab Tinggi|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah|Hifz Al Quran|Al-lughah Al-arabiah Al-mu'asirah|Pendidikan Moral,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Prinsip Perakaunan • Ekonomi • Perniagaan • Sains • Sains Tambahan • Fizik • Kimia • Biologi Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam • Maharat Al Quran • Pendidikan Syari'ah Islamiah • Turath Al-quran Dan Al-sunnah • Tasawwur Islam • Bahasa Arab / Bahasa Arab Tinggi • Usul Al-din • Al-syariah • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah • Hifz Al Quran • Al-lughah Al-arabiah Al-mu'asirah • Pendidikan Moral
206,DIPLOMA PENTADBIRAN AWAM,Universiti Teknologi Mara,UE4345001,2026,74.14,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
207,DIPLOMA PENTADBIRAN ISLAM,Universiti Sultan Zainal Abidin,UD4221002,2026,78.49,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,0224 Pengajian Islam,Tidak,Tidak,Tidak Berkenaan,C,D,,,,,,,,,,C+,1,Bahasa Arab|Bahasa Arab Tinggi|Al-lughah Al-arabiah Al-mu'asirah|Turath Bahasa Arab|Al-adab Wa Al-balaghah,C+,2,Tasawwur Islam|Pendidikan Syari'ah Islamiah|Pendidikan Al-quran Dan Al-sunnah|Pendidikan Islam|Hifz Al Quran|Maharat Al Quran|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Turath Al-quran Dan Al-sunnah|Turath Dirasat Islamiah,,,,,,,,,,,,,,,,,,,C+,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Al-lughah Al-arabiah Al-mu'asirah / Turath Bahasa Arab / Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred C+ dalam DUA (2) mata pelajaran berikut : • Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Hifz Al Quran / Maharat Al Quran / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah Mendapat sekurang-kurangnya Gred C+ dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira
208,DIPLOMA PENTADBIRAN KORPORAT,Universiti Teknologi Mara,UE4345002,2026,78.03,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,,C,,,,,,,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
209,DIPLOMA PENTADBIRAN PERNIAGAAN,Universiti Pertahanan Nasional Malaysia,UZ4340001,2026,85.99,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,0410 Perniagaan Dan Pengurusan Tidak Dijelaskan Dengan Lebih Lanjut,Tidak,Tidak,1. Syarat-syarat lain yang ditetapkan oleh Senat dari semasa ke semasa.,C,,,C,,,,,,,,D,1,Bahasa Inggeris,,,,,,,,,,,,,,,,,,,,,,C,1,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred D dalam SATU (1) mata pelajaran berikut : • Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira
210,DIPLOMA PENULISAN SKRIP,Universiti Teknologi Mara,UE4222001,2026,71.33,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,0215 Muzik Dan Seni Persembahan,Tidak,Tidak,Tidak Berkenaan,,E,,,,,,,,,,E,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
211,DIPLOMA PERAKAUNAN,Politeknik,FB4344001,2026,62.64,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,"0411 Perakaunan, Pengauditan Dan Percukaian",Tidak,Tidak,Tidak Berkenaan,E,E,E,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran
212,DIPLOMA PERAKAUNAN,Universiti Sultan Zainal Abidin,UD4344001,2026,89.7,Tidak,Tidak,Tidak,Semua Pakej,Diploma,Konvensional,05 Semester,"0411 Perakaunan, Pengauditan Dan Percukaian",Tidak,Tidak,Tidak Berkenaan,,,,,,,,,,,,C,2,Matematik|Bahasa Inggeris,C,1,Prinsip Perakaunan|Ekonomi|Perniagaan|Sains|Sains Tambahan|Fizik|Kimia|Biologi,C,1,Pendidikan Islam|Maharat Al Quran|Pendidikan Syari'ah Islamiah|Turath Al-quran Dan Al-sunnah|Tasawwur Islam|Bahasa Arab|Bahasa Arab Tinggi|Usul Al-din|Al-syariah|Manahij Al-'ulum Al-islamiah|Al-adab Wa Al-balaghah|Hifz Al Quran|Al-lughah Al-arabiah Al-mu'asirah|Pendidikan Moral,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Matematik • Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Prinsip Perakaunan • Ekonomi • Perniagaan • Sains • Sains Tambahan • Fizik • Kimia • Biologi Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam • Maharat Al Quran • Pendidikan Syari'ah Islamiah • Turath Al-quran Dan Al-sunnah • Tasawwur Islam • Bahasa Arab / Bahasa Arab Tinggi • Usul Al-din • Al-syariah • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah • Hifz Al Quran • Al-lughah Al-arabiah Al-mu'asirah • Pendidikan Moral
213,DIPLOMA PERAKAUNAN,Universiti Teknologi Mara,UE4344001,2026,81.9,Tidak,Tidak,Ya,Semua Pakej,Diploma,Konvensional,05 Semester,"0411 Perakaunan, Pengauditan Dan Percukaian",Tidak,Tidak,Tidak Berkenaan,,B,,,,,,,,,,C,1,Matematik|Matematik Tambahan,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
214,DIPLOMA PERANCANGAN BANDAR & WILAYAH,#,UE4581003,2026,65.63,Tidak,Ya,Ya,Semua Pakej,Diploma,Konvensional,06 Semester,0732 Perancangan Bandar Dan Wilayah,Ya,Tidak,Tidak Berkenaan,,E,,,,,,,,,,C,1,Matematik|Matematik Tambahan,E,1,Fizik|Kimia|Biologi|Sains Tambahan|Sains Lulus ujian dan|atau temu duga yang ditetapkan,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains Tambahan / Sains Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
215,DIPLOMA PERANCANGAN BANDAR DAN WILAYAH,Politeknik,FB4581001,2026,61.65,Tidak,Ya,Tidak,Semua Pakej,Diploma,Konvensional,06 Semester,0732 Perancangan Bandar Dan Wilayah,Tidak,Tidak,Tidak Berkenaan,E,E,E,E,,,,,,,,C,1,Sains|Matematik Tambahan|Fizik|Kimia|Biologi|Sains Tambahan|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Lukisan Kejuruteraan|Sains Komputer|Grafik Komunikasi Teknikal|Reka Bentuk Grafik Digital|Pembinaan Domestik|Kerja Paip Domestik|Pendawaian Domestik|Kimpalan Arka Dan Gas|Menservis Automobil|Menservis Motosikal|Menservis Peralatan Penyejukan & Penyamanan Udara|Menservis Peralatan Elektrik Domestik|Pembuatan Perabot|Produksi Reka Tanda|Hiasan Dalaman|Seni Halus 2d|Reka Bentuk Grafik|Reka Bentuk Kraf|Seni Halus 3d|Reka Bentuk Industri|Lukisan|Reka Cipta|Pendidikan Seni Visual|Pertanian|Akuakultur & Haiwan Rekreasi|Produksi Multimedia|Tanaman Makanan|Sains Sukan|Multimedia Kreatif,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.,Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran
